/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_180.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_180.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_180.jpg, 0, 0, 0, 4.916074E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_283.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_283.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_283.jpg, 0, 0, 0, 5.075151E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_385.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_385.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_385.jpg, 0, 0, 0, 4.920042E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_488.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_488.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_488.jpg, 0, 0, 0, 5.002885E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_590.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_590.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_590.jpg, 0, 0, 0, 4.922645E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_693.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_693.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_693.jpg, 0, 0, 0, 4.953855E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_796.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_796.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_796.jpg, 0, 0, 0, 4.892975E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_28_909.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_28_909.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_28_909.jpg, 0, 0, 0, 4.909276E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_29_009.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_29_009.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_29_009.jpg, 0, 0, 0, 4.971998E-05
/Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/center_2020_12_12_14_03_29_115.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/left_2020_12_12_14_03_29_115.jpg, /Users/yinkwanng/Desktop/DataSci_Python/Self_drivingCar/Data/IMG/right_2020_12_12_14_03_29_115.jpg, 0, 0, 0, 4.987431E-05
